,AAPL,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,highVarProb,long_exposure,long_value,longs_count,lowVarProb,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2009-05-07 20:00:00+00:00,129.06,0.20873167071435533,0.2525216680500004,0.3781732858074102,0.512126537785587,0.44230477352479586,0.2283847056557093,0.0,6387.906805000008,118864.26000000001,118864.26000000001,0.0,0.9489996303621232,0.9999997758469148,118864.26000000001,118864.26000000001,1,2.2415308521969218e-07,-0.04605934165422382,0.9503326550468124,0.9489996303621232,[],2009-05-07 20:00:00+00:00,2009-05,2009-05-07 13:31:00+00:00,-3168.2399999999907,125252.16680500002,"[{'amount': 921L, 'last_sale_price': 129.06, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.024670845380600492,3.23042021720746,0.0,0.0,0,6.739305726862228,6387.906805000008,122032.5,122032.5,87,[],0.0
2009-05-08 20:00:00+00:00,129.19,0.20754900277900903,0.25371896805000027,0.37589349308749354,0.5136496777973032,0.43981118936504787,0.2284321695613112,0.0,6387.906805000008,118983.98999999999,118983.98999999999,0.0,0.9490483356494511,0.5792662113752094,118983.98999999999,118983.98999999999,1,0.4207337886247905,-0.04605934165422382,0.9503326550468124,0.9490483356494511,[],2009-05-08 20:00:00+00:00,2009-05,2009-05-08 13:31:00+00:00,119.72999999998137,125371.896805,"[{'amount': 921L, 'last_sale_price': 129.19, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.0009559116065942508,3.2250985814990676,0.0,0.0,0,6.728420799301231,6387.906805000008,118864.26000000001,118864.26000000001,88,[],0.0
2009-05-11 20:00:00+00:00,129.57,0.20636650337463278,0.2572187680500002,0.37769723936285876,0.5181019332161665,0.43732018047459037,0.22841211787344842,0.0,6387.906805000008,119333.96999999999,119333.96999999999,0.0,0.9491901730443627,0.6188894127694129,119333.96999999999,119333.96999999999,1,0.3811105872305871,-0.04605934165422382,0.9503326550468124,0.9491901730443627,[],2009-05-11 20:00:00+00:00,2009-05,2009-05-11 13:31:00+00:00,349.9799999999959,125721.87680499999,"[{'amount': 921L, 'last_sale_price': 129.57, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.002791534697320186,3.2454353685707784,0.0,0.0,0,6.770415732512939,6387.906805000008,118983.98999999999,118983.98999999999,89,[],0.0
2009-05-12 20:00:00+00:00,124.42,0.2160446595958774,0.20978726805000036,0.2708795754273532,0.45776215582893753,0.44127654760751917,0.24784181589587992,0.0,6387.906805000008,114590.82,114590.82,0.0,0.9471980985938431,1.0,114590.82,114590.82,1,2.0843400992117157e-19,-0.05936446168591715,0.9503326550468124,0.9471980985938431,[],2009-05-12 20:00:00+00:00,2009-05,2009-05-12 13:31:00+00:00,-4743.14999999998,120978.72680500001,"[{'amount': 921L, 'last_sale_price': 124.42, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.03772732415820368,2.576647740926239,0.0,0.0,0,4.762502435319502,6387.906805000008,119333.96999999999,119333.96999999999,90,[],0.0
2009-05-13 20:00:00+00:00,119.49000000000001,0.22478919104962714,0.1643819680500005,0.17281992296808465,0.3999999999999979,0.4449397644681494,0.265639328137851,0.0,6387.906805000008,110050.29000000001,110050.29000000001,0.0,0.9451390782382358,0.9999999999999999,110050.29000000001,110050.29000000001,1,9.380970809293781e-17,-0.09466805590926711,0.9503326550468124,0.9451390782382358,[],2009-05-13 20:00:00+00:00,2009-05,2009-05-13 13:31:00+00:00,-4540.529999999999,116438.19680500001,"[{'amount': 921L, 'last_sale_price': 119.49000000000001, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.03753163981729335,1.9868390763734045,0.0,0.0,0,3.384547066531083,6387.906805000008,114590.82,114590.82,91,[],0.0
2009-05-14 20:00:00+00:00,122.95,0.22752888226533471,0.19624856805000035,0.21763945000534007,0.440538957234913,0.4443979858032077,0.27218878369865623,0.0,6387.906805000008,113236.95,113236.95,0.0,0.9466005061522212,0.8134756634062541,113236.95,113236.95,1,0.18652433659374587,-0.09466805590926711,0.9503326550468124,0.9466005061522212,[],2009-05-14 20:00:00+00:00,2009-05,2009-05-14 13:31:00+00:00,3186.659999999989,119624.856805,"[{'amount': 921L, 'last_sale_price': 122.95, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.027367823338390496,2.2710497971025756,0.0,0.0,0,3.9373030972419234,6387.906805000008,110050.29000000001,110050.29000000001,92,[],0.0
2009-05-15 20:00:00+00:00,122.42,0.2265138773800557,0.19136726805000048,0.20693449122335436,0.43432923257176137,0.4422066046698981,0.2726418697547009,0.0,6387.906805000008,112748.82,112748.82,0.0,0.9463817164000521,0.8900960170390383,112748.82,112748.82,1,0.10990398296096177,-0.09466805590926711,0.9503326550468124,0.9463817164000521,[],2009-05-15 20:00:00+00:00,2009-05,2009-05-15 13:31:00+00:00,-488.1299999999901,119136.72680500001,"[{'amount': 921L, 'last_sale_price': 122.42, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.004080506451896393,2.2078838663348637,0.0,0.0,0,3.8263088354243875,6387.906805000008,113236.95,113236.95,93,[],0.0
2009-05-18 20:00:00+00:00,126.65,0.23083787879787684,0.23032556805000048,0.2563778822391672,0.4838898652606891,0.44260932227643085,0.2819498903464119,0.0,6387.906805000008,116644.65000000001,116644.65000000001,0.0,0.9480795411321534,0.8184714046448502,116644.65000000001,116644.65000000001,1,0.18152859535514979,-0.09466805590926711,0.9503326550468124,0.9480795411321534,[],2009-05-18 20:00:00+00:00,2009-05,2009-05-18 13:31:00+00:00,3895.8300000000017,123032.55680500001,"[{'amount': 921L, 'last_sale_price': 126.65, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.03270049551031051,2.5232475277962956,0.0,0.0,0,4.480209929161697,6387.906805000008,112748.82,112748.82,94,[],0.0
2009-05-19 20:00:00+00:00,127.45,0.22968483408565762,0.2376935680500003,0.2647530520472547,0.4932630345635598,0.44025770990773855,0.28202530300851736,0.0,6387.906805000008,117381.45,117381.45,0.0,0.9483886240512325,0.7011851875466897,117381.45,117381.45,1,0.2988148124533103,-0.09466805590926711,0.9503326550468124,0.9483886240512325,[],2009-05-19 20:00:00+00:00,2009-05,2009-05-19 13:31:00+00:00,736.7999999999884,123769.356805,"[{'amount': 921L, 'last_sale_price': 127.45, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.005988658767514421,2.578383745582966,0.0,0.0,0,4.579406365193274,6387.906805000008,116644.65000000001,116644.65000000001,95,[],0.0
2009-05-20 20:00:00+00:00,125.87,0.22961319483166184,0.2231417680500003,0.23790021712190604,0.47475102519039036,0.43880018703201396,0.28418395672682245,0.0,6387.906805000008,115926.27,115926.27,0.0,0.9477746000352522,0.812170066069664,115926.27,115926.27,1,0.18782993393033592,-0.09466805590926711,0.9503326550468124,0.9477746000352522,[],2009-05-20 20:00:00+00:00,2009-05,2009-05-20 13:31:00+00:00,-1455.179999999993,122314.17680500001,"[{'amount': 921L, 'last_sale_price': 125.87, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.01175719125932484,2.4179102739226557,0.0,0.0,0,4.269043689026627,6387.906805000008,117381.45,117381.45,96,[],0.0
2009-05-21 20:00:00+00:00,124.18,0.22967804163339003,0.2075768680500003,0.2097445441974189,0.4549502050380765,0.43745666282184065,0.28657270421200637,0.0,6387.906805000008,114369.78000000001,114369.78000000001,0.0,0.9471014477503595,0.8094584845892434,114369.78000000001,114369.78000000001,1,0.1905415154107567,-0.09466805590926711,0.9503326550468124,0.9471014477503595,[],2009-05-21 20:00:00+00:00,2009-05,2009-05-21 13:31:00+00:00,-1556.4899999999907,120757.68680500002,"[{'amount': 921L, 'last_sale_price': 124.18, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.01272534419686644,2.2483686058918972,0.0,0.0,0,3.942217419096158,6387.906805000008,115926.27,115926.27,97,[],0.0
2009-05-22 20:00:00+00:00,122.5,0.2297306377043094,0.19210406805000013,0.18222108258491926,0.43526654950204846,0.43612832590258876,0.2889200853537884,0.0,6387.906805000008,112822.5,112822.5,0.0,0.9464148560834197,0.8086925469546913,112822.5,112822.5,1,0.19130745304530877,-0.09466805590926711,0.9503326550468124,0.9464148560834197,[],2009-05-22 20:00:00+00:00,2009-05,2009-05-22 13:31:00+00:00,-1547.2800000000134,119210.406805,"[{'amount': 921L, 'last_sale_price': 122.5, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.012813097376555227,2.0814965798467835,0.0,0.0,0,3.6244640169525737,6387.906805000008,114369.78000000001,114369.78000000001,98,[],0.0
2009-05-26 20:00:00+00:00,130.78,0.24908876958625556,0.2683628680500003,0.25127077086349225,0.5322788517867585,0.4455778413818516,0.32452726846522084,0.0,6387.906805000008,120448.38,120448.38,0.0,0.9496365987533136,0.8081243931717472,120448.38,120448.38,1,0.19187560682825272,-0.09466805590926711,0.9503326550468124,0.9496365987533136,[],2009-05-26 20:00:00+00:00,2009-05,2009-05-26 13:31:00+00:00,7625.880000000005,126836.28680500001,"[{'amount': 921L, 'last_sale_price': 130.78, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.06396991843567945,2.5540530014448546,0.0,0.0,0,4.846606774721398,6387.906805000008,112822.5,112822.5,99,[],0.0
2009-05-27 20:00:00+00:00,133.05,0.24881620487083317,0.2892695680500006,0.27415808363837935,0.5588752196836535,0.44377636856439406,0.3261222784901796,0.0,6387.906805000008,122539.05000000002,122539.05000000002,0.0,0.9504532879445715,0.8034119948171803,122539.05000000002,122539.05000000002,1,0.19658800518281977,-0.09466805590926711,0.9504532879445715,0.9504532879445715,[],2009-05-27 20:00:00+00:00,2009-05,2009-05-27 13:31:00+00:00,2090.670000000013,128926.95680500002,"[{'amount': 921L, 'last_sale_price': 133.05, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.016483216693454983,2.6982236418569663,0.0,0.0,0,5.140350582499572,6387.906805000008,120448.38,120448.38,100,[],0.0
2009-05-28 20:00:00+00:00,135.07,0.24826561235564698,0.30787376805000033,0.2937133213409149,0.5825424721734014,0.4418544099570301,0.32723203521218575,0.0,6387.906805000008,124399.46999999999,124399.46999999999,0.0,0.9511580783937261,0.7946555658505426,124399.46999999999,124399.46999999999,1,0.20534443414945736,-0.09466805590926711,0.9511580783937261,0.9511580783937261,[],2009-05-28 20:00:00+00:00,2009-05,2009-05-28 13:31:00+00:00,1860.4199999999691,130787.37680499999,"[{'amount': 921L, 'last_sale_price': 135.07, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.014430031128508158,2.8224539662659587,0.0,0.0,0,5.39188049673269,6387.906805000008,122539.05000000002,122539.05000000002,101,[],0.0
2009-05-29 20:00:00+00:00,135.81,0.24706305344063734,0.31468916805000036,0.2992594418432948,0.5912126537785567,0.43966239899385007,0.32724766935438226,0.0,6387.906805000008,125081.01000000001,125081.01000000001,0.0,0.9514112768231383,0.7938070187763138,125081.01000000001,125081.01000000001,1,0.20619298122368626,-0.09466805590926711,0.9514112768231383,0.9514112768231383,[],2009-05-29 20:00:00+00:00,2009-05,2009-05-29 13:31:00+00:00,681.5400000000227,131468.91680500002,"[{'amount': 921L, 'last_sale_price': 135.81, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.0052110533650060464,2.8604958640747102,0.0,0.0,0,5.464939387642008,6387.906805000008,124399.46999999999,124399.46999999999,102,[],0.0
2009-06-01 20:00:00+00:00,139.35,0.2482444808342549,0.3472925680500003,0.33090744652029375,0.6326889279437589,0.4387478977978494,0.33129697390506163,0.0,6387.906805000008,128341.34999999999,128341.34999999999,0.0,0.9525870849696325,0.7945178146411516,128341.34999999999,128341.34999999999,1,0.2054821853588485,-0.09466805590926711,0.9525870849696325,0.9525870849696325,[],2009-06-01 20:00:00+00:00,2009-06,2009-06-01 13:31:00+00:00,3260.3399999999965,134729.256805,"[{'amount': 921L, 'last_sale_price': 139.35, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.02479932199362267,3.0636553227675325,0.0,0.0,0,5.909819984116844,6387.906805000008,125081.01000000001,125081.01000000001,103,[],0.0
2009-06-02 20:00:00+00:00,139.49,0.2470573018489488,0.3485819680500002,0.3291914440814745,0.6343292325717613,0.4366604482287736,0.3313332320218953,0.0,6387.906805000008,128470.29000000001,128470.29000000001,0.0,0.9526324171882805,0.7930753675840303,128470.29000000001,128470.29000000001,1,0.2069246324159697,-0.09466805590926711,0.9526324171882805,0.9526324171882805,[],2009-06-02 20:00:00+00:00,2009-06,2009-06-02 13:31:00+00:00,128.94000000000233,134858.196805,"[{'amount': 921L, 'last_sale_price': 139.49, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.0009570304405865926,3.058163576584602,0.0,0.0,0,5.899445727168405,6387.906805000008,128341.34999999999,128341.34999999999,104,[],0.0
2009-06-03 20:00:00+00:00,140.95000000000002,0.24610383767662472,0.3620285680500004,0.34120342590388053,0.6514352665494998,0.4346353897946118,0.33168713628984936,0.0,6387.906805000008,129814.95000000001,129814.95000000001,0.0,0.9531000527092799,0.8368943136450846,129814.95000000001,129814.95000000001,1,0.1631056863549154,-0.09466805590926711,0.9531000527092799,0.9531000527092799,[],2009-06-03 20:00:00+00:00,2009-06,2009-06-03 13:31:00+00:00,1344.6600000000035,136202.85680500002,"[{'amount': 921L, 'last_sale_price': 140.95000000000002, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.00997091783708437,3.1380096192699525,0.0,0.0,0,6.059034718247164,6387.906805000008,128470.29000000001,128470.29000000001,105,[],0.0
2009-06-04 20:00:00+00:00,143.74,0.24613787198542209,0.3877244680500005,0.364517802291724,0.684124194493261,0.4331490806008873,0.3337173564014685,0.0,6387.906805000008,132384.54,132384.54,0.0,0.953968478959111,0.7807571964021427,132384.54,132384.54,1,0.21924280359785725,-0.09466805590926711,0.953968478959111,0.953968478959111,[],2009-06-04 20:00:00+00:00,2009-06,2009-06-04 13:31:00+00:00,2569.5899999999965,138772.446805,"[{'amount': 921L, 'last_sale_price': 143.74, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.01886590384575304,3.290195025672533,0.0,0.0,0,6.383945202141654,6387.906805000008,129814.95000000001,129814.95000000001,106,[],0.0
2009-06-05 20:00:00+00:00,144.67000000000002,0.24501616396997652,0.3962897680500004,0.3705112663022713,0.6950205038078479,0.43110485185102154,0.3337555599509629,0.0,6387.906805000008,133241.07,133241.07,0.0,0.9542508514266269,0.5605385927733705,133241.07,133241.07,1,0.4394614072266296,-0.09466805590926711,0.9542508514266269,0.9542508514266269,[],2009-06-05 20:00:00+00:00,2009-06,2009-06-05 13:31:00+00:00,856.5299999999988,139628.976805,"[{'amount': 921L, 'last_sale_price': 144.67000000000002, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.0061721906597465015,3.333695826276518,0.0,0.0,0,6.469172492686637,6387.906805000008,132384.54,132384.54,107,[],0.0
2009-06-08 20:00:00+00:00,143.85,0.24422623511839625,0.38873756805000026,0.35796585454048935,0.6854130052724057,0.4294129554433719,0.3344481452278981,0.0,6387.906805000008,132485.85,132485.85,0.0,0.9540020594821986,1.0,132485.85,132485.85,1,6.404099218511859e-82,-0.09466805590926711,0.9542508514266269,0.9540020594821986,[],2009-06-08 20:00:00+00:00,2009-06,2009-06-08 13:31:00+00:00,-755.2200000000012,138873.756805,"[{'amount': 921L, 'last_sale_price': 143.85, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.005408762688669744,3.2618357601017367,0.0,0.0,0,6.325079135403437,6387.906805000008,133241.07,133241.07,108,[],0.0
2009-06-09 20:00:00+00:00,142.72,0.24363221629222237,0.37833026805000025,0.3421012709337205,0.672173403632101,0.42788136174706254,0.33548505878487417,0.0,6387.906805000008,131445.12,131445.12,0.0,0.9536547447801655,1.0,131445.12,131445.12,1,9.848383656668816e-131,-0.09466805590926711,0.9542508514266269,0.9536547447801655,[],2009-06-09 20:00:00+00:00,2009-06,2009-06-09 13:31:00+00:00,-1040.7300000000105,137833.026805,"[{'amount': 921L, 'last_sale_price': 142.72, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.007494072486721515,3.1686762910596586,0.0,0.0,0,6.132520713764591,6387.906805000008,132485.85,132485.85,109,[],0.0
2009-06-10 20:00:00+00:00,140.25,0.2443139456409726,0.3555815680500003,0.31031488879605285,0.6432337434094884,0.42726036771351233,0.3388727871651536,0.0,6387.906805000008,129170.25,129170.25,0.0,0.952877001609066,0.9999823045612501,129170.25,129170.25,1,1.7695438749885154e-05,-0.09466805590926711,0.9542508514266269,0.952877001609066,[],2009-06-10 20:00:00+00:00,2009-06,2009-06-10 13:31:00+00:00,-2274.8699999999953,135558.156805,"[{'amount': 921L, 'last_sale_price': 140.25, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.016504534890744105,2.976347219429974,0.0,0.0,0,5.6908730223974695,6387.906805000008,131445.12,131445.12,110,[],0.0
2009-06-11 20:00:00+00:00,139.95000000000002,0.24331402376365563,0.35281856805000045,0.3042654663269281,0.6397188049209119,0.42544536182583514,0.3390968670756866,0.0,6387.906805000008,128893.95000000001,128893.95000000001,0.0,0.9527807574802306,0.806173023555394,128893.95000000001,128893.95000000001,1,0.1938269764446061,-0.09466805590926711,0.9542508514266269,0.9527807574802306,[],2009-06-11 20:00:00+00:00,2009-06,2009-06-11 13:31:00+00:00,-276.29999999998836,135281.85680500002,"[{'amount': 921L, 'last_sale_price': 139.95000000000002, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.002038239575634204,2.9426366297139417,0.0,0.0,0,5.627162079174853,6387.906805000008,129170.25,129170.25,111,[],0.0
2009-06-12 20:00:00+00:00,136.97,0.24468758045475772,0.32537276805000026,0.26679094596050024,0.6048037492677194,0.4253318196568092,0.3437326869203397,0.0,6387.906805000008,126149.37,126149.37,0.0,0.9518029420930503,0.9999920257929895,126149.37,126149.37,1,7.974207010366584e-06,-0.09466805590926711,0.9542508514266269,0.9518029420930503,[],2009-06-12 20:00:00+00:00,2009-06,2009-06-12 13:31:00+00:00,-2744.5800000000163,132537.276805,"[{'amount': 921L, 'last_sale_price': 136.97, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.020287864646595932,2.713437033052774,0.0,0.0,0,5.0965890368365105,6387.906805000008,128893.95000000001,128893.95000000001,112,[],0.0
2009-06-15 20:00:00+00:00,136.09,0.24394297327756753,0.31726796805000035,0.2549498597446686,0.5944932630345618,0.4237478413727884,0.3444116381382973,0.0,6387.906805000008,125338.89,125338.89,0.0,0.9515063983947301,0.888061219539894,125338.89,125338.89,1,0.111938780460106,-0.09466805590926711,0.9542508514266269,0.9515063983947301,[],2009-06-15 20:00:00+00:00,2009-06,2009-06-15 13:31:00+00:00,-810.4799999999814,131726.79680500002,"[{'amount': 921L, 'last_sale_price': 136.09, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.006115109798071616,2.641730089687514,0.0,0.0,0,4.956567213953662,6387.906805000008,126149.37,126149.37,113,[],0.0
2009-06-16 20:00:00+00:00,136.35,0.24286366910293022,0.31966256805000026,0.2552826820774831,0.5975395430579946,0.4218860831923279,0.3444068965309328,0.0,6387.906805000008,125578.34999999999,125578.34999999999,0.0,0.9515943926905563,0.6258238590768735,125578.34999999999,125578.34999999999,1,0.3741761409231266,-0.09466805590926711,0.9542508514266269,0.9515943926905563,[],2009-06-16 20:00:00+00:00,2009-06,2009-06-16 13:31:00+00:00,239.45999999999185,131966.256805,"[{'amount': 921L, 'last_sale_price': 136.35, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.0018178533586790113,2.6467400410552138,0.0,0.0,0,4.9658235930946795,6387.906805000008,125338.89,125338.89,114,[],0.0
2009-06-17 20:00:00+00:00,135.58,0.24208053080707123,0.31257086805000034,0.24493441994981036,0.588517867603982,0.42029827983660384,0.3449640898740317,0.0,6387.906805000008,124869.18000000001,124869.18000000001,0.0,0.9513328616344342,0.9240658966345288,124869.18000000001,124869.18000000001,1,0.07593410336547132,-0.09466805590926711,0.9542508514266269,0.9513328616344342,[],2009-06-17 20:00:00+00:00,2009-06,2009-06-17 13:31:00+00:00,-709.1699999999837,131257.08680500003,"[{'amount': 921L, 'last_sale_price': 135.58, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.005373873724765055,2.58356863098599,0.0,0.0,0,4.8435979455941025,6387.906805000008,125578.34999999999,125578.34999999999,115,[],0.0
2009-06-18 20:00:00+00:00,135.88,0.2410263486445526,0.3153338680500004,0.24574859427579093,0.5920328060925582,0.4184790644570483,0.3449541625979394,0.0,6387.906805000008,125145.48,125145.48,0.0,0.9514350921833239,0.5655002374275812,125145.48,125145.48,1,0.4344997625724189,-0.09466805590926711,0.9542508514266269,0.9514350921833239,[],2009-06-18 20:00:00+00:00,2009-06,2009-06-18 13:31:00+00:00,276.29999999998836,131533.38680500002,"[{'amount': 921L, 'last_sale_price': 135.88, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.0021050291967128487,2.5914718919763606,0.0,0.0,0,4.8582439585643105,6387.906805000008,124869.18000000001,124869.18000000001,116,[],0.0
2009-06-19 20:00:00+00:00,139.48,0.24229228867100341,0.34848986805000015,0.2735353322407009,0.6342120679554755,0.41793586227906965,0.3490738048403161,0.0,6387.906805000008,128461.07999999999,128461.07999999999,0.0,0.9526291820476388,0.9999993297149803,128461.07999999999,128461.07999999999,1,6.702850197276452e-07,-0.09466805590926711,0.9542508514266269,0.9526291820476388,[],2009-06-19 20:00:00+00:00,2009-06,2009-06-19 13:31:00+00:00,3315.5999999999767,134848.986805,"[{'amount': 921L, 'last_sale_price': 139.48, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.025207288282748985,2.7799772730432872,0.0,0.0,0,5.261542333168271,6387.906805000008,125145.48,125145.48,117,[],0.0
2009-06-22 20:00:00+00:00,137.37,0.24254296391482671,0.3290567680500005,0.24899515858242904,0.6094903339191546,0.41713809359563303,0.3515406958178697,0.0,6387.906805000008,126517.77,126517.77,0.0,0.95193653906618,0.9999621391455845,126517.77,126517.77,1,3.786085441549394e-05,-0.09466805590926711,0.9542508514266269,0.95193653906618,[],2009-06-22 20:00:00+00:00,2009-06,2009-06-22 13:31:00+00:00,-1943.3099999999686,132905.67680500002,"[{'amount': 921L, 'last_sale_price': 137.37, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.01441100927817951,2.626680224212646,0.0,0.0,0,4.930929611470689,6387.906805000008,128461.07999999999,128461.07999999999,118,[],0.0
2009-06-23 20:00:00+00:00,134.01,0.2444165613860875,0.29811116805000015,0.2100766108046884,0.5701230228470981,0.41748168412396125,0.3570328537336265,0.0,6387.906805000008,123423.20999999999,123423.20999999999,0.0,0.9507907568918322,0.9999999999931388,123423.20999999999,123423.20999999999,1,6.861208264385774e-12,-0.09466805590926711,0.9542508514266269,0.9507907568918322,[],2009-06-23 20:00:00+00:00,2009-06,2009-06-23 13:31:00+00:00,-3094.560000000027,129811.116805,"[{'amount': 921L, 'last_sale_price': 134.01, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.023283881278753693,2.382907785764947,0.0,0.0,0,4.377657162921151,6387.906805000008,126517.77,126517.77,119,[],0.0
2009-06-24 20:00:00+00:00,136.22,0.2441572304316386,0.3184652680500002,0.22745433937895157,0.5960164030462782,0.4161090869988115,0.35837498025090303,0.0,6387.906805000008,125458.62,125458.62,0.0,0.9515504354965097,0.9958553805695628,125458.62,125458.62,1,0.004144619430437236,-0.09466805590926711,0.9542508514266269,0.9515504354965097,[],2009-06-24 20:00:00+00:00,2009-06,2009-06-24 13:31:00+00:00,2035.4100000000035,131846.526805,"[{'amount': 921L, 'last_sale_price': 136.22, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.015679781902327772,2.5004221676605978,0.0,0.0,0,4.6079096322887585,6387.906805000008,123423.20999999999,123423.20999999999,120,[],0.0
2009-06-25 20:00:00+00:00,139.86,0.2453937748156875,0.35198966805000054,0.2540660960486192,0.6386643233743394,0.41563969548125906,0.36242596180515,0.0,6387.906805000008,128811.06000000001,128811.06000000001,0.0,0.9527518075325723,1.0,128811.06000000001,128811.06000000001,1,4.386610388236266e-21,-0.09466805590926711,0.9542508514266269,0.9527518075325723,[],2009-06-25 20:00:00+00:00,2009-06,2009-06-25 13:31:00+00:00,3352.4400000000314,135198.96680500003,"[{'amount': 921L, 'last_sale_price': 139.86, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.02542683589199335,2.6830582491420785,0.0,0.0,0,4.990185933110725,6387.906805000008,125458.62,125458.62,121,[],0.0
2009-06-26 20:00:00+00:00,142.44,0.24532199365073198,0.37575146805000004,0.27256992290593124,0.6688927943760965,0.41440875835895474,0.36409225443663584,0.0,6387.906805000008,131187.24,131187.24,0.0,0.9535678721531421,0.7755772432420656,131187.24,131187.24,1,0.22442275675793444,-0.09466805590926711,0.9542508514266269,0.9535678721531421,[],2009-06-26 20:00:00+00:00,2009-06,2009-06-26 13:31:00+00:00,2376.179999999964,137575.146805,"[{'amount': 921L, 'last_sale_price': 142.44, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.01757543016898322,2.8098270372186143,0.0,0.0,0,5.245977067381528,6387.906805000008,128811.06000000001,128811.06000000001,122,[],0.0
2009-06-29 20:00:00+00:00,141.97,0.24445951979313157,0.3714227680500002,0.2660469693611837,0.66338605741066,0.4128594714207648,0.36437753303711995,0.0,6387.906805000008,130754.37,130754.37,0.0,0.9534213157764411,0.8207688625165105,130754.37,130754.37,1,0.1792311374834895,-0.09466805590926711,0.9542508514266269,0.9534213157764411,[],2009-06-29 20:00:00+00:00,2009-06,2009-06-29 13:31:00+00:00,-432.86999999999534,137142.276805,"[{'amount': 921L, 'last_sale_price': 141.97, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",-0.003146425862903368,2.770445878436524,0.0,0.0,0,5.172286161615284,6387.906805000008,131187.24,131187.24,123,[],0.0
2009-06-30 20:00:00+00:00,142.43,0.2434644271758443,0.37565936805,0.2677944354489474,0.6687756297598109,0.41118154465793194,0.36436483984409485,0.0,6387.906805000008,131178.03,131178.03,0.0,0.9535647635355046,0.5856640964087093,131178.03,131178.03,1,0.41433590359129063,-0.09466805590926711,0.9542508514266269,0.9535647635355046,[],2009-06-30 20:00:00+00:00,2009-06,2009-06-30 13:31:00+00:00,423.6600000000035,137565.936805,"[{'amount': 921L, 'last_sale_price': 142.43, 'cost_basis': 101.64179499999999, 'sid': Equity(8 [AAPL])}]",0.0030892005723544003,2.785122000904076,0.0,0.0,0,5.199528291986184,6387.906805000008,130754.37,130754.37,124,[],0.0
