,AAPL,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,long_exposure,long_mavg,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_mavg,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2006-05-03 20:00:00+00:00,71.14,0.09464507372087483,0.8634351999999954,-0.005310822687474667,667.1545406947017,0.005422917099730158,0.10497666931235204,0.0,11520.351999999999,7114.0,7114.0,0.0,0.3817680378689852,7114.0,54.14565666666662,7114.0,1,-0.1338688619035113,0.5603121335831871,0.3817680378689852,[],2006-05-03 20:00:00+00:00,2006-05,2006-05-03 13:31:00+00:00,-48.0,18634.352,"[{'amount': 100L, 'last_sale_price': 71.14, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.0025692696508448076,1.088242989879395,0.0,70.04396999999999,0.0,0,1.8027022016484031,11520.351999999999,7162.0,7162.0,1592,[],0.0
2006-05-04 20:00:00+00:00,71.13,0.09461552256869779,0.8633351999999954,-0.005310822687476895,669.9091116454051,0.005421225493599215,0.10490531553222222,0.0,11520.351999999999,7113.0,7113.0,0.0,0.3817348590849355,7113.0,54.234539999999946,7113.0,1,-0.1338688619035113,0.5603121335831871,0.3817348590849355,[],2006-05-04 20:00:00+00:00,2006-05,2006-05-04 13:31:00+00:00,-1.0,18633.352,"[{'amount': 100L, 'last_sale_price': 71.13, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-5.3664329191627225e-05,1.0878098016414879,0.0,70.01446999999999,0.0,0,1.8019875369498064,11520.351999999999,7114.0,7114.0,1593,[],0.0
2006-05-05 20:00:00+00:00,71.89,0.09459707779113466,0.8709351999999955,-0.005310822687475831,672.6750387430181,0.005419535469408857,0.105467252739344,0.0,11520.351999999999,7189.0,7189.0,0.0,0.3842463384087274,7189.0,54.32585666666661,7189.0,1,-0.1338688619035113,0.5603121335831871,0.3842463384087274,[],2006-05-05 20:00:00+00:00,2006-05,2006-05-05 13:31:00+00:00,76.0,18709.352,"[{'amount': 100L, 'last_sale_price': 71.89, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.004078707899684453,1.0941557642141315,0.0,69.99007,0.0,0,1.8127151605295304,11520.351999999999,7113.0,7113.0,1594,[],0.0
2006-05-08 20:00:00+00:00,71.89,0.09456754119843627,0.8709351999999955,-0.005310822687478206,675.4523688050216,0.0054178470246951296,0.10540389710128012,0.0,11520.351999999999,7189.0,7189.0,0.0,0.3842463384087274,7189.0,54.41595666666661,7189.0,1,-0.1338688619035113,0.5603121335831871,0.3842463384087274,[],2006-05-08 20:00:00+00:00,2006-05,2006-05-08 13:31:00+00:00,0.0,18709.352,"[{'amount': 100L, 'last_sale_price': 71.89, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.0,1.0938113001676686,0.0,69.95987,0.0,0,1.8121468221676917,11520.351999999999,7189.0,7189.0,1595,[],0.0
2006-05-09 20:00:00+00:00,71.03,0.09455882577883962,0.8623351999999955,-0.005310822687481076,678.2411488419086,0.005416160156999444,0.10463717113871822,0.0,11520.351999999999,7103.0,7103.0,0.0,0.381402875271863,7103.0,54.504389999999944,7103.0,1,-0.1338688619035113,0.5603121335831871,0.381402875271863,[],2006-05-09 20:00:00+00:00,2006-05,2006-05-09 13:31:00+00:00,-86.0,18623.352,"[{'amount': 100L, 'last_sale_price': 71.03, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.004596631673828178,1.0855512319038139,0.0,69.92037,0.0,0,1.7979392247700083,11520.351999999999,7189.0,7189.0,1596,[],0.0
2006-05-10 20:00:00+00:00,70.60000000000001,0.09453535530108309,0.8580351999999953,-0.005310822687478769,681.0414260579805,0.0054144748638685685,0.10422129221654697,0.0,11520.351999999999,7060.000000000001,7060.000000000001,0.0,0.3799712728800833,7060.000000000001,54.59265333333328,7060.000000000001,1,-0.1338688619035113,0.5603121335831871,0.3799712728800833,[],2006-05-10 20:00:00+00:00,2006-05,2006-05-10 13:31:00+00:00,-43.0,18580.352,"[{'amount': 100L, 'last_sale_price': 70.60000000000001, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.0023089291337027307,1.0812868287500728,0.0,69.90626999999999,0.0,0,1.7907614232585902,11520.351999999999,7103.0,7103.0,1597,[],0.0
2006-05-11 20:00:00+00:00,68.15,0.09465975381605828,0.8335351999999954,-0.005310822687475659,683.8532478521455,0.0054127911428546085,0.10214345570807158,0.0,11520.351999999999,6815.000000000001,6815.000000000001,0.0,0.3716863466815364,6815.000000000001,54.68051999999995,6815.000000000001,1,-0.1338688619035113,0.5603121335831871,0.3716863466815364,[],2006-05-11 20:00:00+00:00,2006-05,2006-05-11 13:31:00+00:00,-245.0,18335.352,"[{'amount': 100L, 'last_sale_price': 68.15, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.013185971934223883,1.05722308934,0.0,69.86597,0.0,0,1.746424103740656,11520.351999999999,7060.000000000001,7060.000000000001,1598,[],0.0
2006-05-12 20:00:00+00:00,67.7,0.09463690107829249,0.8290351999999954,-0.005310822687477709,686.6766618187212,0.005411108991514994,0.10170746974611597,0.0,11520.351999999999,6770.0,6770.0,0.0,0.3701404981161653,6770.0,54.763486666666616,6770.0,1,-0.1338688619035113,0.5603121335831871,0.3701404981161653,[],2006-05-12 20:00:00+00:00,2006-05,2006-05-12 13:31:00+00:00,-45.0,18290.352,"[{'amount': 100L, 'last_sale_price': 67.7, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.00245427521653252,1.0527299523213496,0.0,69.83187,0.0,0,1.7388744893183257,11520.351999999999,6815.000000000001,6815.000000000001,1599,[],0.0
2006-05-15 20:00:00+00:00,67.79,0.09460731170952204,0.8299351999999953,-0.005310822687480695,689.5117157482402,0.005409428407412465,0.10172179335780998,0.0,11520.351999999999,6779.000000000001,6779.000000000001,0.0,0.3704502760534909,6779.000000000001,54.84695333333328,6779.000000000001,1,-0.1338688619035113,0.5603121335831871,0.3704502760534909,[],2006-05-15 20:00:00+00:00,2006-05,2006-05-15 13:31:00+00:00,9.0,18299.352,"[{'amount': 100L, 'last_sale_price': 67.79, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.0004920627005975398,1.0532202162508066,0.0,69.79596999999998,0.0,0,1.7396840986773188,11520.351999999999,6770.0,6770.0,1600,[],0.0
2006-05-16 20:00:00+00:00,64.98,0.09478396719640006,0.8018351999999955,-0.0053108226874818655,692.3584576282593,0.005407749388115056,0.09931844156740234,0.0,11520.351999999999,6498.0,6498.0,0.0,0.36063231531940326,6498.0,54.92845333333329,6498.0,1,-0.1338688619035113,0.5603121335831871,0.36063231531940326,[],2006-05-16 20:00:00+00:00,2006-05,2006-05-16 13:31:00+00:00,-281.0,18018.352,"[{'amount': 100L, 'last_sale_price': 64.98, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.015355735000889603,1.025100351727428,0.0,69.72466999999999,0.0,0,1.6874036639913994,11520.351999999999,6779.000000000001,6779.000000000001,1601,[],0.0
2006-05-17 20:00:00+00:00,65.26,0.09475549424545392,0.8046351999999954,-0.00531082268747424,695.2169356441709,0.00540607193119608,0.09949614616315412,0.0,11520.351999999999,6526.000000000001,6526.000000000001,0.0,0.3616243327183245,6526.000000000001,55.014819999999936,6526.000000000001,1,-0.1338688619035113,0.5603121335831871,0.3616243327183245,[],2006-05-17 20:00:00+00:00,2006-05,2006-05-17 13:31:00+00:00,28.0,18046.352,"[{'amount': 100L, 'last_sale_price': 65.26, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.001553971195589865,1.02734804650191,0.0,69.64227,0.0,0,1.6911234575275085,11520.351999999999,6498.0,6498.0,1602,[],0.0
2006-05-18 20:00:00+00:00,63.18,0.09484358949258752,0.7838351999999955,-0.005310822687479105,698.0871981800196,0.005404396034234116,0.09768074112924442,0.0,11520.351999999999,6318.0,6318.0,0.0,0.3541807001005474,6318.0,55.09265333333328,6318.0,1,-0.1338688619035113,0.5603121335831871,0.3541807001005474,[],2006-05-18 20:00:00+00:00,2006-05,2006-05-18 13:31:00+00:00,-208.0,17838.352,"[{'amount': 100L, 'last_sale_price': 63.18, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.011525875146400799,1.0066491211318478,0.0,69.53387,0.0,0,1.6539019809200697,11520.351999999999,6526.000000000001,6526.000000000001,1603,[],0.0
2006-05-19 20:00:00+00:00,64.51,0.0948554870599745,0.7971351999999954,-0.005310822687476121,700.9692938193206,0.0054027216948129946,0.09875791428781897,0.0,11520.351999999999,6451.000000000001,6451.000000000001,0.0,0.35896019397984086,6451.000000000001,55.17345333333327,6451.000000000001,1,-0.1338688619035113,0.5603121335831871,0.35896019397984086,[],2006-05-19 20:00:00+00:00,2006-05,2006-05-19 13:31:00+00:00,133.0,17971.352,"[{'amount': 100L, 'last_sale_price': 64.51, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.0074558456969566755,1.018244317770978,0.0,69.44546999999999,0.0,0,1.673684294931938,11520.351999999999,6318.0,6318.0,1604,[],0.0
2006-05-22 20:00:00+00:00,63.38,0.09486275018111347,0.7858351999999955,-0.005310822687479927,703.863271345882,0.00540104891052178,0.09774234062440722,0.0,11520.351999999999,6338.0,6338.0,0.0,0.35490396874246855,6338.0,55.250319999999945,6338.0,1,-0.1338688619035113,0.5603121335831871,0.35490396874246855,[],2006-05-22 20:00:00+00:00,2006-05,2006-05-22 13:31:00+00:00,-113.0,17858.352,"[{'amount': 100L, 'last_sale_price': 63.38, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.006287785137144897,1.0071249385450454,0.0,69.33696999999998,0.0,0,1.6545079331694903,11520.351999999999,6451.000000000001,6451.000000000001,1605,[],0.0
2006-05-23 20:00:00+00:00,63.15,0.09483549236824303,0.7835351999999955,-0.0053108226874840824,706.7691797446312,0.005399377678954757,0.09748840378270206,0.0,11520.351999999999,6315.0,6315.0,0.0,0.35407206989803175,6315.0,55.324286666666616,6315.0,1,-0.1338688619035113,0.5603121335831871,0.35407206989803175,[],2006-05-23 20:00:00+00:00,2006-05,2006-05-23 13:31:00+00:00,-23.0,17835.352,"[{'amount': 100L, 'last_sale_price': 63.15, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.0012879127928490108,1.0046561900516118,0.0,69.23276999999999,0.0,0,1.6504275053650188,11520.351999999999,6338.0,6338.0,1606,[],0.0
2006-05-24 20:00:00+00:00,63.34,0.09480635297510608,0.7854351999999956,-0.005310822687470729,709.6870682024431,0.005397707997711421,0.09759242942614783,0.0,11520.351999999999,6334.0,6334.0,0.0,0.35475944464408454,6334.0,55.3981533333333,6334.0,1,-0.1338688619035113,0.5603121335831871,0.35475944464408454,[],2006-05-24 20:00:00+00:00,2006-05,2006-05-24 13:31:00+00:00,19.0,17854.352,"[{'amount': 100L, 'last_sale_price': 63.34, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.0010652999727731594,1.0061016647004632,0.0,69.15166999999998,0.0,0,1.6528085886233255,11520.351999999999,6315.0,6315.0,1607,[],0.0
2006-05-25 20:00:00+00:00,64.33,0.09479891526473296,0.7953351999999956,-0.005310822687479904,712.6169861089736,0.005396039864396455,0.09837670871939944,0.0,11520.351999999999,6433.0,6433.0,0.0,0.35831748856703755,6433.0,55.471753333333304,6433.0,1,-0.1338688619035113,0.5603121335831871,0.35831748856703755,[],2006-05-25 20:00:00+00:00,2006-05,2006-05-25 13:31:00+00:00,99.0,17953.352,"[{'amount': 100L, 'last_sale_price': 64.33, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.0055448665961106425,1.0147213392757342,0.0,69.07606999999999,0.0,0,1.6673566204792816,11520.351999999999,6334.0,6334.0,1608,[],0.0
2006-05-26 20:00:00+00:00,63.549,0.09478793343889641,0.7875251999999957,-0.005310822687479073,715.5589830574946,0.00539437327661972,0.09765802949650117,0.0,11520.351999999999,6354.9,6354.9,0.0,0.3555138691191598,6354.9,55.54038333333329,6354.9,1,-0.1338688619035113,0.5603121335831871,0.3555138691191598,[],2006-05-26 20:00:00+00:00,2006-05,2006-05-26 13:31:00+00:00,-78.09999999999854,17875.252,"[{'amount': 100L, 'last_sale_price': 63.549, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.004350162576882477,1.0070203595111236,0.0,68.96405999999999,0.0,0,1.6542884917511034,11520.351999999999,6433.0,6433.0,1609,[],0.0
2006-05-30 20:00:00+00:00,61.22,0.09490683195852623,0.7642351999999957,-0.0053108226874739265,718.5131088457345,0.0053927082319962455,0.0956236747882227,0.0,11520.351999999999,6122.0,6122.0,0.0,0.34700588674344557,6122.0,55.598783333333294,6122.0,1,-0.1338688619035113,0.5603121335831871,0.34700588674344557,[],2006-05-30 20:00:00+00:00,2006-05,2006-05-30 13:31:00+00:00,-232.90000000000146,17642.352,"[{'amount': 100L, 'last_sale_price': 61.22, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.013029186945168747,0.9836461513825605,0.0,68.82655999999999,0.0,0,1.6119962344154952,11520.351999999999,6354.9,6354.9,1610,[],0.0
2006-05-31 20:00:00+00:00,59.77,0.09493815134820441,0.7497351999999957,-0.005310822687478272,721.4794134767201,0.005391044728146204,0.09432111511229055,0.0,11520.351999999999,5977.0,5977.0,0.0,0.34159454527747973,5977.0,55.65524999999995,5977.0,1,-0.1338688619035113,0.5603121335831871,0.34159454527747973,[],2006-05-31 20:00:00+00:00,2006-05,2006-05-31 13:31:00+00:00,-145.0,17497.352,"[{'amount': 100L, 'last_sale_price': 59.77, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.008218858800685958,0.9691694943204946,0.0,68.68046,0.0,0,1.5867902065760167,11520.351999999999,6122.0,6122.0,1611,[],0.0
2006-06-01 20:00:00+00:00,62.17,0.09505537341054549,0.7737351999999955,-0.0053108226874768565,724.4579471596238,0.005389382762694905,0.09634351380925316,0.0,11520.351999999999,6217.0,6217.0,0.0,0.3505032769265672,6217.0,55.72064999999995,6217.0,1,-0.1338688619035113,0.5603121335831871,0.3505032769265672,[],2006-06-01 20:00:00+00:00,2006-06,2006-06-01 13:31:00+00:00,240.0,17737.352,"[{'amount': 100L, 'last_sale_price': 62.17, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.013716361195682536,0.9899316884952292,0.0,68.53916,0.0,0,1.6232882765559185,11520.351999999999,5977.0,5977.0,1612,[],0.0
2006-06-02 20:00:00+00:00,61.660000000000004,0.09503456061230843,0.7686351999999956,-0.0053108226874781445,727.448760310613,0.00538772233327278,0.09585121195027138,0.0,11520.351999999999,6166.0,6166.0,0.0,0.3486304015661342,6166.0,55.78451666666662,6166.0,1,-0.1338688619035113,0.5603121335831871,0.3486304015661342,[],2006-06-02 20:00:00+00:00,2006-06,2006-06-02 13:31:00+00:00,-51.0,17686.352,"[{'amount': 100L, 'last_sale_price': 61.660000000000004, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.00287528826174277,0.9848078441174589,0.0,68.39526,0.0,0,1.6147228335901442,11520.351999999999,6217.0,6217.0,1613,[],0.0
2006-06-05 20:00:00+00:00,60.0,0.09508329377349278,0.7520351999999957,-0.005310822687475659,730.4519035537035,0.005386063437515364,0.09437437413255806,0.0,11520.351999999999,6000.0,6000.0,0.0,0.3424588729724152,6000.0,55.84274999999995,6000.0,1,-0.1338688619035113,0.5603121335831871,0.3424588729724152,[],2006-06-05 20:00:00+00:00,2006-06,2006-06-05 13:31:00+00:00,-166.0,17520.352,"[{'amount': 100L, 'last_sale_price': 60.0, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.009385768190071087,0.968281117753302,0.0,68.18665999999999,0.0,0,1.58568678002961,11520.351999999999,6166.0,6166.0,1614,[],0.0
2006-06-06 20:00:00+00:00,59.723,0.09505694277052014,0.7492651999999955,-0.005310822687482889,733.4674277216166,0.005384406073063285,0.09407963745809708,0.0,11520.351999999999,5972.3,5972.3,0.0,0.3414176421048107,5972.3,55.90265999999996,5972.3,1,-0.1338688619035113,0.5603121335831871,0.3414176421048107,[],2006-06-06 20:00:00+00:00,2006-06,2006-06-06 13:31:00+00:00,-27.700000000000728,17492.652,"[{'amount': 100L, 'last_sale_price': 59.723, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.001581018463556072,0.96535455517808,0.0,67.94489,0.0,0,1.580854056845922,11520.351999999999,6000.0,6000.0,1615,[],0.0
2006-06-07 20:00:00+00:00,58.565,0.09506752216215517,0.7376851999999956,-0.00531082268747934,736.4953838566393,0.005382750237562251,0.09302374333081437,0.0,11520.351999999999,5856.5,5856.5,0.0,0.33702882432330095,5856.5,55.955209999999944,5856.5,1,-0.13459099676124964,0.5603121335831871,0.33702882432330095,[],2006-06-07 20:00:00+00:00,2006-06,2006-06-07 13:31:00+00:00,-115.79999999999927,17376.852,"[{'amount': 100L, 'last_sale_price': 58.565, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.006619922468016792,0.9537910693550717,0.0,67.68762999999998,0.0,0,1.5609920317901598,11520.351999999999,5972.3,5972.3,1616,[],0.0
2006-06-08 20:00:00+00:00,60.76,0.09516150068540048,0.7596351999999955,-0.005310822687480068,739.5358232114885,0.00538109592866303,0.09487683885043578,0.0,11520.351999999999,6076.0,6076.0,0.0,0.3452988437603431,6076.0,56.018843333333265,6076.0,1,-0.13459099676124964,0.5603121335831871,0.3452988437603431,[],2006-06-08 20:00:00+00:00,2006-06,2006-06-08 13:31:00+00:00,219.5,17596.352,"[{'amount': 100L, 'last_sale_price': 60.76, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.012631747108164282,0.9729466342091202,0.0,67.43932999999998,0.0,0,1.5944095751034353,11520.351999999999,5856.5,5856.5,1617,[],0.0
2006-06-09 20:00:00+00:00,59.52,0.09517705972659314,0.7472351999999955,-0.00531082268747926,742.5887972501782,0.005379443144021444,0.09375731207485462,0.0,11520.351999999999,5952.0,5952.0,0.0,0.3406524776973358,5952.0,56.08094333333327,5952.0,1,-0.13459099676124964,0.5603121335831871,0.3406524776973358,[],2006-06-09 20:00:00+00:00,2006-06,2006-06-09 13:31:00+00:00,-124.0,17472.352,"[{'amount': 100L, 'last_sale_price': 59.52, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.007046915178782531,0.9606547745033168,0.0,67.18742999999999,0.0,0,1.5732063193506227,11520.351999999999,6076.0,6076.0,1618,[],0.0
2006-06-12 20:00:00+00:00,57.0,0.09532629067749887,0.7220351999999957,-0.005310822687472735,745.654357648891,0.005377791881298351,0.09152654909374758,0.0,11520.351999999999,5700.0,5700.0,0.0,0.33100368680036274,5700.0,56.133976666666605,5700.0,1,-0.14238507298442657,0.5603121335831871,0.33100368680036274,[],2006-06-12 20:00:00+00:00,2006-06,2006-06-12 13:31:00+00:00,-252.0,17220.352,"[{'amount': 100L, 'last_sale_price': 57.0, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.014422786354121087,0.935008499359454,0.0,66.93253,0.0,0,1.5267769691265358,11520.351999999999,5952.0,5952.0,1619,[],0.0
2006-06-13 20:00:00+00:00,58.33,0.09534116410776201,0.7353351999999955,-0.005310822687481771,748.7325562968525,0.005376142138159628,0.09263717324881342,0.0,11520.351999999999,5833.0,5833.0,0.0,0.3361310252912521,5833.0,56.18877666666663,5833.0,1,-0.14238507298442657,0.5603121335831871,0.3361310252912521,[],2006-06-13 20:00:00+00:00,2006-06,2006-06-13 13:31:00+00:00,133.0,17353.352,"[{'amount': 100L, 'last_sale_price': 58.33, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.007723419358675043,0.946886841174153,0.0,66.72548,0.0,0,1.5468918871778843,11520.351999999999,5700.0,5700.0,1620,[],0.0
2006-06-14 20:00:00+00:00,57.61,0.095328299975088,0.7281351999999957,-0.005310822687476416,751.8234452972097,0.005374493912276162,0.09195771447953052,0.0,11520.351999999999,5761.0,5761.0,0.0,0.33336512096970194,5761.0,56.23970999999995,5761.0,1,-0.14238507298442657,0.5603121335831871,0.33336512096970194,[],2006-06-14 20:00:00+00:00,2006-06,2006-06-14 13:31:00+00:00,-72.0,17281.352,"[{'amount': 100L, 'last_sale_price': 57.61, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.004149054315270018,0.9396642035807912,0.0,66.54069,0.0,0,1.534755865594248,11520.351999999999,5833.0,5833.0,1621,[],0.0
2006-06-15 20:00:00+00:00,59.38,0.09537853675938306,0.7458351999999957,-0.005310822687481509,754.9270769679127,0.005372847201323835,0.09344594352445003,0.0,11520.351999999999,5938.0,5938.0,0.0,0.34012374134740786,5938.0,56.292443333333296,5938.0,1,-0.14238507298442657,0.5603121335831871,0.34012374134740786,[],2006-06-15 20:00:00+00:00,2006-06,2006-06-15 13:31:00+00:00,177.0,17458.352,"[{'amount': 100L, 'last_sale_price': 59.38, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.0102422541940006,0.9552740392436883,0.0,66.35779,0.0,0,1.5615551225327235,11520.351999999999,5761.0,5761.0,1622,[],0.0
2006-06-16 20:00:00+00:00,57.56,0.095443813304196,0.7276351999999957,-0.005310822687474778,758.043503842601,0.0053712020029835095,0.09182249570076541,0.0,11520.351999999999,5756.0,5756.0,0.0,0.3331721882026947,5756.0,56.338509999999964,5756.0,1,-0.14238507298442657,0.5603121335831871,0.3331721882026947,[],2006-06-16 20:00:00+00:00,2006-06,2006-06-16 13:31:00+00:00,-182.0,17276.352,"[{'amount': 100L, 'last_sale_price': 57.56, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.010424809856050543,0.9370734356964378,0.0,66.17299,0.0,0,1.5295357742046705,11520.351999999999,5938.0,5938.0,1623,[],0.0
2006-06-19 20:00:00+00:00,57.2,0.09541924108855994,0.7240351999999959,-0.005310822687478287,761.1727786714918,0.005369558314941013,0.09145538162338665,0.0,11520.351999999999,5720.0,5720.0,0.0,0.33177976876574217,5720.0,56.38944333333329,5720.0,1,-0.14238507298442657,0.5603121335831871,0.33177976876574217,[],2006-06-19 20:00:00+00:00,2006-06,2006-06-19 13:31:00+00:00,-36.0,17240.352,"[{'amount': 100L, 'last_sale_price': 57.2, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.0020837732410174947,0.9333489172012545,0.0,66.00299,0.0,0,1.5233831796883612,11520.351999999999,5756.0,5756.0,1624,[],0.0
2006-06-20 20:00:00+00:00,57.47,0.0953910541015217,0.7267351999999958,-0.005310822687480039,764.3149544222732,0.005367916134887132,0.09163724744645796,0.0,11520.351999999999,5747.0,5747.0,0.0,0.3328246276557054,5747.0,56.43880999999996,5747.0,1,-0.14238507298442657,0.5603121335831871,0.3328246276557054,[],2006-06-20 20:00:00+00:00,2006-06,2006-06-20 13:31:00+00:00,27.0,17267.352,"[{'amount': 100L, 'last_sale_price': 57.47, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.0015660933141039557,0.9355961658109885,0.0,65.85439000000001,0.0,0,1.5270699160287413,11520.351999999999,5720.0,5720.0,1625,[],0.0
2006-06-21 20:00:00+00:00,57.86,0.0953646456549276,0.730635199999996,-0.005310822687474217,767.4700842810012,0.005366275460517585,0.09192289752451938,0.0,11520.351999999999,5786.0,5786.0,0.0,0.33432811259126133,5786.0,56.49487666666663,5786.0,1,-0.14238507298442657,0.5603121335831871,0.33432811259126133,[],2006-06-21 20:00:00+00:00,2006-06,2006-06-21 13:31:00+00:00,39.0,17306.352,"[{'amount': 100L, 'last_sale_price': 57.86, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.0022585976124191998,0.9389502477502374,0.0,65.71269000000001,0.0,0,1.5325914854585068,11520.351999999999,5747.0,5747.0,1626,[],0.0
2006-06-22 20:00:00+00:00,59.58,0.0954098893270254,0.7478351999999961,-0.005310822687476951,770.6382216529992,0.005364636289533023,0.09336095696280153,0.0,11520.351999999999,5958.0,5958.0,0.0,0.3408788196965023,5958.0,56.56927666666664,5958.0,1,-0.14238507298442657,0.5603121335831871,0.3408788196965023,[],2006-06-22 20:00:00+00:00,2006-06,2006-06-22 13:31:00+00:00,172.0,17478.352,"[{'amount': 100L, 'last_sale_price': 59.58, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.009938547418889998,0.9540621799661899,0.0,65.55849,0.0,0,1.5584755969867046,11520.351999999999,5786.0,5786.0,1627,[],0.0
2006-06-23 20:00:00+00:00,58.83,0.09539812466897932,0.7403351999999961,-0.005310822687478585,773.8194201637625,0.005362998619639007,0.09266269568815387,0.0,11520.351999999999,5883.0,5883.0,0.0,0.33803832732912603,5883.0,56.64754333333332,5883.0,1,-0.14238507298442657,0.5603121335831871,0.33803832732912603,[],2006-06-23 20:00:00+00:00,2006-06,2006-06-23 13:31:00+00:00,-75.0,17403.352,"[{'amount': 100L, 'last_sale_price': 58.83, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.004291022403027478,0.9466312008924261,0.0,65.39169000000001,0.0,0,1.5459753167485595,11520.351999999999,5958.0,5958.0,1628,[],0.0
2006-06-26 20:00:00+00:00,58.99,0.09536907624383335,0.7419351999999959,-0.005310822687477003,777.013733659866,0.005361362448545995,0.09274641131502004,0.0,11520.351999999999,5899.0,5899.0,0.0,0.3386463514831092,5899.0,56.72544333333332,5899.0,1,-0.14238507298442657,0.5603121335831871,0.3386463514831092,[],2006-06-26 20:00:00+00:00,2006-06,2006-06-26 13:31:00+00:00,16.0,17419.352,"[{'amount': 100L, 'last_sale_price': 58.99, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",0.0009193631203918695,0.9478295252204608,0.0,65.22739,0.0,0,1.547936191600072,11520.351999999999,5883.0,5883.0,1629,[],0.0
2006-06-27 20:00:00+00:00,57.43,0.09541011406809612,0.7263351999999961,-0.005310822687475623,780.2212162098754,0.005359727773969336,0.09135054146265437,0.0,11520.351999999999,5743.0,5743.0,0.0,0.332670039978331,5743.0,56.79324333333333,5743.0,1,-0.14238507298442657,0.5603121335831871,0.332670039978331,[],2006-06-27 20:00:00+00:00,2006-06,2006-06-27 13:31:00+00:00,-156.0,17263.352,"[{'amount': 100L, 'last_sale_price': 57.43, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.008955557014979632,0.9323291436174325,0.0,65.08069000000002,0.0,0,1.5209802456840096,11520.351999999999,5899.0,5899.0,1630,[],0.0
2006-06-28 20:00:00+00:00,56.02,0.09543962680358517,0.7122351999999961,-0.005310822687480701,783.4419221052622,0.005358094593629246,0.09007437680561145,0.0,11520.351999999999,5602.0,5602.0,0.0,0.3271746778713579,5602.0,56.86160999999999,5602.0,1,-0.1472657085746586,0.5603121335831871,0.3271746778713579,[],2006-06-28 20:00:00+00:00,2006-06,2006-06-28 13:31:00+00:00,-141.0,17122.352,"[{'amount': 100L, 'last_sale_price': 56.02, 'cost_basis': 9.941, 'sid': Equity(8 [AAPL])}]",-0.008167591091231885,0.9182469394798972,0.0,64.92242000000002,0.0,0,1.496675104006158,11520.351999999999,5743.0,5743.0,1631,[],0.0
